!  
! R    D    M    P
2000
0.012736571156776372 7542492829.026167 37559.59421809695 -24667375067.753628
0.01282490116806428 7490496214.1029215 38922.41905174707 -24667354389.953075
0.012913843761090095 7438857720.223103 40304.203225284175 -24667333117.614494
0.013003403184199082 7387574880.872715 41705.210433953005 -24667311249.726646
0.013093583715199414 7336645246.52559 43125.70803926985 -24667288785.249928
0.0131843896615665 7286066384.526422 44565.96711996841 -24667265723.116302
0.013275825360648731 7235835878.974544 46026.26252365333 -24667242062.229263
0.013367895179874653 7185951330.608542 47506.8729191708 -24667217801.463753
0.013460603516961574 7136410356.69167 49008.08084970613 -24667192939.66616
0.013553954800125627 7087210590.898007 50530.17278661882 -24667167475.654224
0.013647953488293283 7038349683.19946 52073.43918402485 -24667141408.21699
0.013742604071314326 6989825299.753496 53638.174534136706 -24667114736.114758
0.013837911070176316 6941635122.791669 55224.67742337186 -24667087458.07902
0.013933879037220532 6893776850.508922 56833.25058924011 -24667059572.812412
0.014030512556359417 6846248196.953625 58464.20097802065 -24667031078.98862
0.014127816243295526 6799046891.918401 60117.839803239825 -24667001975.25236
0.014225794745741998 6752170680.831677 61794.48260496077 -24666972260.219296
0.014324452743644548 6705617324.650022 63494.44930989591 -24666941932.47596
0.014423794949405017 6659384599.751141 65218.06429235416 -24666910990.579716
0.014523826108106444 6613470297.827729 66965.65643603394 -24666879433.058662
0.014624550997739726 6567872225.781956 68737.55919667397 -24666847258.41158
0.014725974429431837 6522588205.620716 70534.1106655739 -24666814465.10786
0.014828101247675632 6477616074.351604 72355.65363399645 -24666781051.58743
0.014930936330561239 6432953683.879596 74202.53565846343 -24666747016.26068
0.015034484590009067 6388598900.904437 76075.10912695822 -24666712357.50839
0.015138750972004423 6344549606.818763 77973.7313260471 -24666677073.681644
0.015243740456833754 6300803697.606887 79898.76450893207 -24666641163.101772
0.015349458059322535 6257359083.744316 81850.5759644483 -24666604624.060253
0.01545590882907479 6214213690.09793 83829.538087019 -24666567454.81864
0.015563097850714323 6171365455.826866 85836.0284475819 -24666529653.608486
0.015671030244127533 6128812334.284101 87870.42986549865 -24666491218.631252
0.015779711164707996 6086552292.918669 89933.13048146346 -24666452148.05822
0.015889145803602713 6044583313.17858 92024.52383142328 -24666412440.03042
